Tanggal_Penerbangan,Hari,Maskapai,Nomor_Penerbangan,Bandara_Asal,Kode_IATA_Asal,Bandara_Tujuan,Kode_IATA_Tujuan,Jadwal_Keberangkatan,Jadwal_Kedatangan,Kota_tujuan,Cuaca_tujuan,Deskripsi_tujuan,Suhu_Celcius_tujuan,Kelembaban_%_tujuan,Tekanan_hPa_tujuan,Kecepatan_Angin_m/s_tujuan,Tanggal_tujuan
2025-07-29,Selasa,Lion Air,JT854,Soekarno-Hatta International,CGK,Hasanudin,UPG,480,680,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Lion Air,JT1994,Soekarno-Hatta International,CGK,Hasanudin,UPG,480,680,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Lion Air,JT2778,Soekarno-Hatta International,CGK,Hasanudin,UPG,480,680,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Lion Air,JT892,Soekarno-Hatta International,CGK,Hasanudin,UPG,480,680,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU902,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,580,685,Padang,Clouds,berawan,30.9,80,1009,4.9,2025-07-29
2025-07-29,Selasa,Batik Air,ID6582,Soekarno-Hatta International,CGK,Juanda,SUB,615,700,Surabaya,Clouds,berawan,26.3,71,1007,2.1,2025-07-29
2025-07-29,Selasa,Pelita Air,IP102,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,550,720,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,AirAsia,AK804,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,555,735,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Pelita Air,IP204,Soekarno-Hatta International,CGK,Juanda,SUB,640,735,Surabaya,Clouds,berawan,26.3,71,1007,2.1,2025-07-29
2025-07-29,Selasa,Batik Air,ID6762,Soekarno-Hatta International,CGK,Hasanudin,UPG,550,750,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU752,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,750,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Batik Air,ID6292,Soekarno-Hatta International,CGK,Hasanudin,UPG,550,750,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Turkish Airlines,TK9366,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Vietnam Airlines,VN3794,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Etihad Airways,EY7110,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Air Europa,UX3552,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,KLM,KL3971,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Batik Air,ID6899,Soekarno-Hatta International,CGK,Juanda,SUB,670,755,Surabaya,Clouds,berawan,26.3,71,1007,2.1,2025-07-29
2025-07-29,Selasa,Emirates,EK7255,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Saudia,SV6170,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA404,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,580,755,Denpasar,Drizzle,gerimis,28.0,90,1013,4.2,2025-07-29
2025-07-29,Selasa,China Airlines,CI8614,Soekarno-Hatta International,CGK,Hasanudin,UPG,550,765,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Etihad Airways,EY7139,Soekarno-Hatta International,CGK,Hasanudin,UPG,550,765,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA608,Soekarno-Hatta International,CGK,Hasanudin,UPG,550,765,Makassar,Thunderstorm,badai petir,31.2,84,1013,1.4,2025-07-29
2025-07-29,Selasa,Lion Air,JT774,Soekarno-Hatta International,CGK,Hasanudin,UPG,600,800,Makassar,Drizzle,gerimis,27.9,60,1015,3.2,2025-07-29
2025-07-29,Selasa,Lion Air,JT1740,Soekarno-Hatta International,CGK,Hasanudin,UPG,600,800,Makassar,Drizzle,gerimis,27.9,60,1015,3.2,2025-07-29
2025-07-29,Selasa,TransNusa,8B5106,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,630,800,Denpasar,Clear,cerah,25.7,88,1015,1.5,2025-07-29
2025-07-29,Selasa,Lion Air,JT1774,Soekarno-Hatta International,CGK,Hasanudin,UPG,600,800,Makassar,Drizzle,gerimis,27.9,60,1015,3.2,2025-07-29
2025-07-29,Selasa,Citilink,QG686,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,630,805,Denpasar,Clear,cerah,25.7,88,1015,1.5,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU734,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,640,810,Denpasar,Clear,cerah,25.7,88,1015,1.5,2025-07-29
2025-07-29,Selasa,Pelita Air,IP354,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,720,825,Padang,Clouds,berawan,31.9,76,1010,1.2,2025-07-29
2025-07-29,Selasa,Vietnam Airlines,VN3872,Soekarno-Hatta International,CGK,Juanda,SUB,735,835,Surabaya,Drizzle,gerimis,31.0,88,1010,1.1,2025-07-29
2025-07-29,Selasa,China Airlines,CI8604,Soekarno-Hatta International,CGK,Juanda,SUB,735,835,Surabaya,Drizzle,gerimis,31.0,88,1010,1.1,2025-07-29
2025-07-29,Selasa,Saudia,SV6149,Soekarno-Hatta International,CGK,Juanda,SUB,735,835,Surabaya,Drizzle,gerimis,31.0,88,1010,1.1,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA312,Soekarno-Hatta International,CGK,Juanda,SUB,735,835,Surabaya,Drizzle,gerimis,31.0,88,1010,1.1,2025-07-29
2025-07-29,Selasa,KLM,KL4060,Soekarno-Hatta International,CGK,Juanda,SUB,735,835,Surabaya,Drizzle,gerimis,31.0,88,1010,1.1,2025-07-29
2025-07-29,Selasa,Pelita Air,IP208,Soekarno-Hatta International,CGK,Juanda,SUB,755,850,Surabaya,Drizzle,gerimis,31.0,88,1010,1.1,2025-07-29
2025-07-29,Selasa,Lion Air,JT22,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,680,850,Denpasar,Clear,cerah,25.7,88,1015,1.5,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU810,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,755,860,Padang,Clouds,berawan,29.7,87,1012,3.7,2025-07-29
2025-07-29,Selasa,Batik Air,ID6863,Soekarno-Hatta International,CGK,Juanda,SUB,785,870,Surabaya,Thunderstorm,badai petir,27.7,64,1015,4.4,2025-07-29
2025-07-29,Selasa,Batik Air,ID6406,Soekarno-Hatta International,CGK,Juanda,SUB,785,870,Surabaya,Thunderstorm,badai petir,27.7,64,1015,4.4,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU758,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,700,870,Denpasar,Clouds,berawan,29.8,76,1009,4.4,2025-07-29
2025-07-29,Selasa,Saudia,SV6172,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,700,880,Denpasar,Clouds,berawan,29.8,76,1009,4.4,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA408,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,700,880,Denpasar,Clouds,berawan,29.8,76,1009,4.4,2025-07-29
2025-07-29,Selasa,Pelita Air,IP802,Soekarno-Hatta International,CGK,Hasanudin,UPG,690,890,Makassar,Clear,cerah,28.6,87,1011,4.0,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU742,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,760,930,Denpasar,Clouds,berawan,29.8,76,1009,4.4,2025-07-29
2025-07-29,Selasa,Vietnam Airlines,VN3282,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,27.7,64,1015,4.4,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA310,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,27.7,64,1015,4.4,2025-07-29
2025-07-29,Selasa,Etihad Airways,EY8179,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,27.7,64,1015,4.4,2025-07-29
2025-07-29,Selasa,Saudia,SV6148,Soekarno-Hatta International,CGK,Juanda,SUB,840,935,Surabaya,Thunderstorm,badai petir,27.7,64,1015,4.4,2025-07-29
2025-07-29,Selasa,Lion Air,JT782,Soekarno-Hatta International,CGK,Hasanudin,UPG,740,940,Makassar,Clear,cerah,28.6,87,1011,4.0,2025-07-29
2025-07-29,Selasa,AirAsia,AK806,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,765,945,Denpasar,Clouds,berawan,29.8,76,1009,4.4,2025-07-29
2025-07-29,Selasa,Pelita Air,IP206,Soekarno-Hatta International,CGK,Juanda,SUB,865,955,Surabaya,Rain,hujan ringan,32.4,66,1006,3.0,2025-07-29
2025-07-29,Selasa,Lion Air,JT171,Soekarno-Hatta International,CGK,Juanda,SUB,880,965,Surabaya,Rain,hujan ringan,32.4,66,1006,3.0,2025-07-29
2025-07-29,Selasa,Lion Air,JT619,Soekarno-Hatta International,CGK,Juanda,SUB,880,965,Surabaya,Rain,hujan ringan,32.4,66,1006,3.0,2025-07-29
2025-07-29,Selasa,Lion Air,JT692,Soekarno-Hatta International,CGK,Juanda,SUB,880,965,Surabaya,Rain,hujan ringan,32.4,66,1006,3.0,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU900,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,880,985,Padang,Drizzle,gerimis,32.3,80,1011,2.4,2025-07-29
2025-07-29,Selasa,Saudia,SV6176,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.0,69,1010,3.6,2025-07-29
2025-07-29,Selasa,Etihad Airways,EY8074,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,880,990,Padang,Drizzle,gerimis,32.3,80,1011,2.4,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA162,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,880,990,Padang,Drizzle,gerimis,32.3,80,1011,2.4,2025-07-29
2025-07-29,Selasa,Vietnam Airlines,VN3278,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.0,69,1010,3.6,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA422,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,810,990,Denpasar,Thunderstorm,badai petir,27.0,69,1010,3.6,2025-07-29
2025-07-29,Selasa,Batik Air,ID6578,Soekarno-Hatta International,CGK,Juanda,SUB,910,995,Surabaya,Rain,hujan ringan,32.4,66,1006,3.0,2025-07-29
2025-07-29,Selasa,Vietnam Airlines,VN3928,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,KLM,KL4072,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,Etihad Airways,EY7113,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,Saudia,SV6173,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA410,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,870,1045,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU736,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,890,1060,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU816,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,960,1065,Padang,Rain,hujan ringan,30.7,85,1007,4.4,2025-07-29
2025-07-29,Selasa,Batik Air,ID6266,Soekarno-Hatta International,CGK,Hasanudin,UPG,870,1070,Makassar,Clear,cerah,24.5,84,1014,4.8,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA612,Soekarno-Hatta International,CGK,Hasanudin,UPG,865,1080,Makassar,Clear,cerah,24.5,84,1014,4.8,2025-07-29
2025-07-29,Selasa,Pelita Air,IP356,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,980,1085,Padang,Rain,hujan ringan,30.7,85,1007,4.4,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU754,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,950,1120,Denpasar,Clear,cerah,26.9,90,1015,4.5,2025-07-29
2025-07-29,Selasa,Citilink,QG736,Soekarno-Hatta International,CGK,Juanda,SUB,1030,1130,Surabaya,Clear,cerah,32.1,63,1008,3.6,2025-07-29
2025-07-29,Selasa,Citilink,QG426,Soekarno-Hatta International,CGK,Hasanudin,UPG,930,1135,Makassar,Drizzle,gerimis,31.8,78,1009,4.0,2025-07-29
2025-07-29,Selasa,Pelita Air,IP202,Soekarno-Hatta International,CGK,Juanda,SUB,1060,1145,Surabaya,Clear,cerah,32.1,63,1008,3.6,2025-07-29
2025-07-29,Selasa,Sriwijaya Air,SJ5980,Soekarno-Hatta International,CGK,Hasanudin,UPG,945,1150,Makassar,Drizzle,gerimis,31.8,78,1009,4.0,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA326,Soekarno-Hatta International,CGK,Juanda,SUB,1050,1150,Surabaya,Clear,cerah,32.1,63,1008,3.6,2025-07-29
2025-07-29,Selasa,Batik Air,ID6586,Soekarno-Hatta International,CGK,Juanda,SUB,1080,1165,Surabaya,Clear,cerah,32.1,63,1008,3.6,2025-07-29
2025-07-29,Selasa,Lion Air,JT772,Soekarno-Hatta International,CGK,Hasanudin,UPG,975,1175,Makassar,Drizzle,gerimis,31.8,78,1009,4.0,2025-07-29
2025-07-29,Selasa,Lion Air,JT175,Soekarno-Hatta International,CGK,Hasanudin,UPG,975,1175,Makassar,Drizzle,gerimis,31.8,78,1009,4.0,2025-07-29
2025-07-29,Selasa,Garuda Indonesia,GA164,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,1070,1180,Padang,Drizzle,gerimis,26.5,68,1014,3.7,2025-07-29
2025-07-29,Selasa,Batik Air,ID6296,Soekarno-Hatta International,CGK,Hasanudin,UPG,1010,1210,Makassar,Drizzle,gerimis,31.8,78,1009,4.0,2025-07-29
2025-07-29,Selasa,Citilink,QG724,Soekarno-Hatta International,CGK,Juanda,SUB,1145,1240,Surabaya,Clear,cerah,31.1,85,1005,4.9,2025-07-29
2025-07-29,Selasa,Super Air Jet,IU744,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1075,1245,Denpasar,Drizzle,gerimis,25.1,88,1005,4.6,2025-07-29
2025-07-29,Selasa,Pelita Air,IP104,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,1080,1255,Denpasar,Drizzle,gerimis,25.1,88,1005,4.6,2025-07-29
2025-07-29,Selasa,Sriwijaya Air,SJ580,Soekarno-Hatta International,CGK,Hasanudin,UPG,1070,1275,Makassar,Thunderstorm,badai petir,31.2,74,1009,1.6,2025-07-29
